,open,high,low,close,volume,ema_5,ema_400,super_trend_direction
2022-04-02 08:00:00,100.8035,101.4225,100.258,101.4225,1540674.0192,100.15828820098132,96.43473838874881,True
2022-04-02 09:00:00,101.4225,101.429,100.5615,101.1855,1664722.39325,100.50069229075417,96.57857713689474,True
2022-04-02 10:00:00,101.1855,101.5505,100.706,101.455,1504486.0064,100.81879495759641,96.72257880529496,True
2022-04-02 11:00:00,101.455,102.7,101.1425,101.6645,2335112.67475,101.10069669576036,96.86501879617116,True
2022-04-02 12:00:00,101.6645,103.65,100.8115,102.682,3280666.43115,101.62779786867831,97.02877723798765,True
2022-04-02 13:00:00,102.682,103.668,102.2095,102.389,2071085.4903,101.88153193539934,97.1762607645998,True
2022-04-02 14:00:00,102.389,102.745,100.907,101.122,1633344.47245,101.62835460833504,97.2824338186517,True
2022-04-02 15:00:00,101.122,101.1765,98.137,99.1585,3433328.986,100.80506970579847,97.33183267193007,True
2022-04-02 16:00:00,99.1585,101.238,98.698,100.1545,2614101.72925,100.58821313138802,97.40460337285205,True
2022-04-02 17:00:00,100.1595,100.988,99.6105,100.0475,1197580.56625,100.40797541770554,97.47135152216953,True
2022-04-02 18:00:00,100.0475,100.262,96.4205,96.606,6883740.4131,99.14065026337714,97.4499306432924,True
2022-04-02 19:00:00,96.606,98.4305,96.513,97.755,2202255.8961,98.67876683858422,97.45733594228751,True
2022-04-02 20:00:00,97.755,98.4595,97.005,98.084,1247207.41605,98.48051122467344,97.47225984729498,True
2022-04-02 21:00:00,98.084,98.3575,97.027,98.095,612121.04215,98.35200748266216,97.48681624727291,True
2022-04-02 22:00:00,98.095,98.5,96.564,97.386,1782980.0299,98.03000498768395,97.48450224012619,True
2022-04-02 23:00:00,97.386,97.8775,95.7585,96.2525,1740259.5871,97.4375033241934,97.45672348758717,True
2022-04-03 00:00:00,96.2525,97.5275,95.809,96.7325,1435973.6284,97.20250221588323,97.44067575161051,True
2022-04-03 01:00:00,96.7325,96.862,94.4755,95.854,3262509.08815,96.75300147694216,97.4061108459626,True
2022-04-03 02:00:00,95.854,96.5185,95.6985,96.2465,369207.1674,96.5841676512163,97.38126663401638,True
2022-04-03 03:00:00,96.2465,97.4835,96.0855,97.354,636661.4263,96.84077843422371,97.38069190385959,True
2022-04-03 04:00:00,97.354,98.4685,97.309,98.2785,975469.73255,97.32001895624812,97.39931635715195,True
2022-04-03 05:00:00,98.2785,99.4895,97.959,99.43,700315.32105,98.02334597092891,97.44078812379766,True
2022-04-03 06:00:00,99.43,99.9995,98.593,99.993,1087918.2162,98.67989731401286,97.49211854739038,True
2022-04-03 07:00:00,99.993,100.1365,98.3305,98.6835,1079824.07885,98.68109820934198,97.51572276472446,True
2022-04-03 08:00:00,98.6835,99.27,97.3175,97.765,1153320.5989,98.37573213954886,97.52058941630857,True
2022-04-03 09:00:00,97.765,99.5805,97.142,99.299,1335768.389,98.68348809304094,97.55481197007273,True
2022-04-03 10:00:00,99.299,99.5795,98.221,98.5465,740452.1585,98.6378253953598,97.57362713151245,True
2022-04-03 11:00:00,98.5465,98.9995,97.6755,98.613,682167.01995,98.62955026357311,97.59307502561774,True
2022-04-03 12:00:00,98.613,99.193,97.484,97.7825,1576382.0945,98.34720017571313,97.59657140752073,True
2022-04-03 13:00:00,97.7825,98.6325,97.4745,97.76,692661.50845,98.1514667838077,97.59954785773944,True
2022-04-03 14:00:00,97.76,97.9685,97.0945,97.9685,869772.91715,98.0904778558716,97.60617970808683,True
2022-04-03 15:00:00,97.9685,98.428,97.508,97.75,1004854.3579,97.97698523724746,97.60873170913798,True
2022-04-03 16:00:00,97.75,98.284,97.065,97.091,2168476.81915,97.68165682483117,97.59966060272873,True
2022-04-03 17:00:00,97.091,97.388,96.1605,96.5955,684935.81475,97.31960454988706,97.58228462120113,True
2022-04-03 18:00:00,96.5955,97.1625,96.193,96.873,1341693.01885,97.17073636659126,97.57016049592868,True
2022-04-03 19:00:00,96.873,97.1,96.3225,96.629,980337.5635,96.99015757772743,97.55426523745662,True
2022-04-03 20:00:00,96.629,97.4295,96.476,96.703,357999.93775,96.89443838515159,97.54005731502434,True
2022-04-03 21:00:00,96.703,98.247,96.69,98.247,769640.12165,97.34529225676782,97.55171995635764,True
2022-04-03 22:00:00,98.247,99.8855,97.974,99.044,2569327.4673,97.91152817117863,97.5760584091859,True
2022-04-03 23:00:00,99.044,99.1615,97.273,98.1,2231586.5428,97.97435211411909,97.58450800697989,True
2022-04-04 00:00:00,98.1,98.161,95.905,96.348,2980487.8754,97.43223474274603,97.56478654806696,True
2022-04-04 01:00:00,96.348,97.312,96.139,97.011,936401.009,97.29182316183068,97.55604980088825,True
2022-04-04 02:00:00,97.0,97.583,96.695,97.527,698051.3379,97.37021544122047,97.55559639194294,True
2022-04-04 03:00:00,97.5225,97.7895,96.4965,96.5375,799557.41785,97.0926436274803,97.5398729457991,True
2022-04-04 04:00:00,96.5375,97.0835,96.0905,96.5565,1184001.42585,96.91392908498688,97.52484292778475,True
2022-04-04 05:00:00,96.5565,97.264,96.4325,97.1925,250173.56325,97.00678605665792,97.5198151185908,True
2022-04-04 06:00:00,97.1925,97.2455,96.684,97.244,503217.565,97.08585737110528,97.51568437267903,True
2022-04-04 07:00:00,97.244,97.6325,96.7495,97.292,517336.28255,97.15457158073684,97.51236749522735,True
2022-04-04 08:00:00,97.292,97.3725,96.593,97.1325,554543.55105,97.1472143871579,97.50678956625455,True
2022-04-04 09:00:00,97.1325,97.178,96.098,96.1205,753041.367,96.80497625810527,97.4866289401575,True
2022-04-04 10:00:00,96.1205,96.199,94.5485,95.3885,3498850.84175,96.3328175054035,97.45640492865553,True
2022-04-04 11:00:00,95.3885,96.373,94.932,96.29,956528.1299,96.31854500360235,97.43975937035087,True
2022-04-04 12:00:00,96.29,96.5625,94.8125,95.3305,1566467.1748,95.98919666906825,97.40993536809361,True
2022-04-04 13:00:00,95.3305,95.5275,93.5895,94.464,2362321.0328,95.48079777937883,97.36865889774334,False
2022-04-04 14:00:00,94.462,94.8085,92.675,93.013,2957282.03335,94.65819851958588,97.30817611133831,False
2022-04-04 15:00:00,93.013,93.491,91.9475,92.288,2405967.2119,93.8681323463906,97.23908066793432,False
2022-04-04 16:00:00,92.288,93.235,92.0405,92.973,1250380.9464,93.56975489759373,97.18087506806587,False
2022-04-04 17:00:00,92.973,93.163,90.8845,91.914,1932484.12945,93.01783659839582,97.1096315222882,False
2022-04-04 18:00:00,91.914,93.017,91.01,92.952,1417406.67495,92.99589106559722,97.0538685740331,False
2022-04-04 19:00:00,92.952,94.5985,92.948,94.1575,1436269.9375,93.38309404373149,97.01534646109192,False
2022-04-04 20:00:00,94.1575,95.0105,93.5,94.3185,970747.7681,93.69489602915432,96.97977372288315,False
2022-04-04 21:00:00,94.3185,95.041,94.2995,94.939,894593.92795,94.10959735276954,96.9530739259231,False
2022-04-04 22:00:00,94.939,95.8995,94.51,95.3995,1000394.0859,94.53956490184636,96.93291147648193,False
2022-04-04 23:00:00,95.3995,96.2,95.215,96.18,1076266.25655,95.08637660123092,96.92321757028931,False
2022-04-05 00:00:00,96.18,97.52,96.0,96.191,5134854.50035,95.45458440082062,96.9138638818863,False
2022-04-05 01:00:00,96.191,97.154,95.7185,96.2415,1522316.3145,95.71688960054708,96.90534115827909,False
2022-04-05 02:00:00,96.2335,96.651,95.9765,96.414,612757.6157,95.94925973369806,96.89916055328983,False
2022-04-05 03:00:00,96.418,96.74,96.1,96.659,737656.5229,96.18583982246537,96.89616232280888,False
2022-04-05 04:00:00,96.659,97.274,96.363,96.9895,348047.45045,96.45372654831026,96.89731890546923,False
2022-04-05 05:00:00,96.995,97.2495,96.4565,96.4945,347385.94245,96.4673176988735,96.89236410776874,False
2022-04-05 06:00:00,96.4945,96.9765,94.806,95.6435,1682294.2741,96.19271179924901,96.87711421033626,False
2022-04-05 07:00:00,95.6435,96.2075,95.086,96.19,1387421.8925,96.191807866166,96.86878402188894,False
2022-04-05 08:00:00,96.19,96.3555,95.2875,95.8035,663560.19185,96.06237191077734,96.85596062075297,False
2022-04-05 09:00:00,95.8035,95.9905,94.9845,95.243,907698.20745,95.78924794051822,96.83668046487311,False
2022-04-05 10:00:00,95.243,95.6735,94.8545,95.5635,853956.7179,95.71399862701215,96.82156706936087,False
2022-04-05 11:00:00,95.5635,96.847,95.3065,96.7365,1292668.81845,96.0548324180081,96.82056417654209,False
2022-04-05 12:00:00,96.7365,97.69,96.2305,96.2385,1434974.4165,96.11605494533875,96.81374832860358,False
2022-04-05 13:00:00,96.2385,96.7,94.89,95.4475,1480003.6912,95.89320329689251,96.79785667847109,False
2022-04-05 14:00:00,95.4475,95.668,93.079,93.6895,2667329.20915,95.15863553126167,96.76194015759648,False
2022-04-05 15:00:00,93.6895,94.351,93.3,93.5805,2464777.86845,94.63259035417445,96.72541901494472,False
2022-04-05 16:00:00,93.5805,94.402,92.9385,93.7315,1758906.2495,94.33222690278296,96.69127218747968,False
2022-04-05 17:00:00,93.7315,94.232,93.305,93.572,699931.03055,94.07881793518864,96.65592252692028,False
2022-04-05 18:00:00,93.5155,94.0035,93.421,93.522,552205.37905,93.89321195679243,96.62063076985255,False
2022-04-05 19:00:00,93.522,93.6065,91.9165,92.9575,1754528.4146,93.58130797119496,96.57963667184217,False
2022-04-05 20:00:00,92.9575,93.376,91.9275,92.258,1417017.0272,93.14020531412997,96.53157140540385,False
2022-04-05 21:00:00,92.258,92.518,91.8805,92.518,816039.91095,92.93280354275332,96.48720460949156,False
2022-04-05 22:00:00,92.518,92.587,91.818,92.031,1443562.08545,92.63220236183554,96.43824190061794,False
2022-04-05 23:00:00,92.031,92.2305,90.6315,91.0185,2344481.9932,92.09430157455704,96.37904745795092,False
2022-04-06 00:00:00,91.0185,91.0765,86.3325,88.9155,5981867.34665,91.03470104970468,96.29801146870601,False
2022-04-06 01:00:00,88.9155,90.49,88.7495,90.2475,2915079.21225,90.77230069980313,96.2327009917165,False
2022-04-06 02:00:00,90.2475,90.8065,89.7635,89.8495,1067282.4375,90.46470046653542,96.16419717444545,False
2022-04-06 03:00:00,89.8495,90.0025,89.0895,89.263,893963.9483,90.06413364435696,96.09055729258226,False
2022-04-06 04:00:00,89.263,90.599,88.67,90.585,536322.45215,90.23775576290463,96.03214169859261,False
2022-04-06 05:00:00,90.585,91.027,90.353,90.66,1253871.1852,90.37850384193642,95.97546038926946,False
2022-04-06 06:00:00,90.66,90.805,89.018,90.7775,2278109.1903,90.51150256129095,95.92092029235423,False
2022-04-06 07:00:00,90.7775,90.9595,89.723,89.876,640598.7906,90.29966837419397,95.85784064511729,False
2022-04-06 08:00:00,89.876,90.185,89.4215,89.7825,439044.6669,90.12727891612933,95.79478704887939,False
2022-04-06 09:00:00,89.7825,89.891,89.001,89.5245,996189.69925,89.92635261075289,95.73005913313352,False
2022-04-06 10:00:00,89.5245,89.5245,87.708,87.74,1868967.1682,89.19756840716859,95.64801581696348,False
2022-04-06 11:00:00,87.74,87.9495,86.1515,87.153,2571886.8324,88.51604560477905,95.56124571966035,False
2022-04-06 12:00:00,87.154,88.0405,86.7345,86.944,1297256.92995,87.99203040318604,95.47368479240228,False
2022-04-06 13:00:00,86.944,87.685,84.5,84.62,3418829.9,86.8680202687907,95.36396676066911,False
2022-04-06 14:00:00,84.62,85.995,83.4985,85.3865,2780394.90865,86.3741801791938,95.26362017089123,False
2022-04-06 15:00:00,85.3865,85.617,83.904,85.134,2057718.1873,85.96078678612919,95.16225721429244,False
2022-04-06 16:00:00,85.134,85.4165,83.505,84.25,1630885.23085,85.39052452408612,95.05360804620167,False
2022-04-06 17:00:00,84.25,85.761,83.098,85.168,2309768.73315,85.31634968272408,94.9556675058695,False
2022-04-06 18:00:00,85.168,86.6645,83.293,85.82,3060650.31905,85.48423312181605,94.86560003530097,False
2022-04-06 19:00:00,85.82,86.4545,84.814,85.9245,1974837.00705,85.63098874787737,94.77787810683616,False
2022-04-06 20:00:00,85.9245,86.631,85.601,86.2535,717059.7043,85.83849249858491,94.69464614847861,False
2022-04-06 21:00:00,86.2535,86.486,85.2735,85.303,398941.8141,85.65999499905661,94.60338211111682,False
2022-04-06 22:00:00,85.303,85.505,84.002,84.188,639179.95815,85.16932999937107,94.50264632630092,False
2022-04-06 23:00:00,84.188,84.679,82.626,82.9515,2323391.52435,84.43005333291404,94.39144651820801,False
2022-04-07 00:00:00,82.9515,84.507,81.3565,82.0055,3807351.0601,83.62186888860936,94.27276091760748,False
2022-04-07 01:00:00,82.0055,83.877,81.889,83.6935,2324715.74895,83.64574592573958,94.17185113831563,False
2022-04-07 02:00:00,83.6935,83.9485,82.396,83.7455,1914620.382,83.67899728382639,94.07285042617946,False
2022-04-07 03:00:00,83.7455,83.888,82.4875,83.31,1039221.32575,83.55599818921759,93.97111317432395,False
2022-04-07 04:00:00,83.3105,84.295,82.81,83.91,560996.62895,83.67399879281173,93.8764319467739,False
2022-04-07 05:00:00,83.91,84.285,82.9855,83.8615,968943.20365,83.73649919520783,93.78260033756268,False
2022-04-07 06:00:00,83.8615,84.3745,83.234,84.054,766189.01235,83.84233279680522,93.69184905755547,False
2022-04-07 07:00:00,84.054,84.8795,83.9095,84.6705,633208.99675,84.11838853120348,93.60805894135679,False
2022-04-07 08:00:00,84.6705,85.2415,84.531,84.923,857328.57115,84.38659235413566,93.52773769872911,False
2022-04-07 09:00:00,84.923,84.9625,83.7155,84.4905,879738.5264,84.42122823609044,93.44451402254666,False
2022-04-07 10:00:00,84.4885,84.6,83.915,84.4465,468770.18805,84.42965215739362,93.36199988474783,False
2022-04-07 11:00:00,84.4465,85.823,84.0995,85.606,2055711.21355,84.82176810492908,93.29117159645897,False
2022-04-07 12:00:00,85.606,86.0185,84.8285,84.855,987252.3023,84.83284540328606,93.214449912033,False
2022-04-07 13:00:00,84.853,85.1295,83.846,85.1295,914021.0894,84.93173026885738,93.1412230992084,False
2022-04-07 14:00:00,85.1295,85.3445,83.5595,83.7835,1398566.341,84.54898684590492,93.05681207871,False
2022-04-07 15:00:00,83.7835,84.166,81.5765,83.0245,3103460.81585,84.04082456393661,92.96667945043332,False
2022-04-07 16:00:00,83.0245,86.326,82.8945,86.2255,2929068.6386,84.76904970929108,92.90635621817253,False
2022-04-07 17:00:00,86.2255,87.604,85.3815,86.278,5648405.09955,85.27203313952738,92.84727659175684,False
2022-04-07 18:00:00,86.278,87.7705,85.818,87.6785,2375884.42225,86.07418875968493,92.80138658532735,False
2022-04-07 19:00:00,87.661,88.611,86.763,86.8395,1142479.9617,86.32929250645662,92.74866024823515,False
2022-04-07 20:00:00,86.8395,87.9405,86.8265,87.7495,1001723.4181,86.80269500430443,92.70461801111095,False
2022-04-07 21:00:00,87.7495,87.852,85.815,87.051,1124280.9159,86.88546333620296,92.65499970962641,False
2022-04-07 22:00:00,87.051,87.709,86.903,87.6665,499124.03775,87.14580889080197,92.61138399263989,False
2022-04-07 23:00:00,87.6665,88.5505,87.4405,87.5875,563618.76565,87.29303926053466,92.56762325507528,False
2022-04-08 00:00:00,87.5875,88.304,87.067,87.2685,761403.44285,87.2848595070231,92.52163624517348,False
2022-04-08 01:00:00,87.2685,88.731,87.1265,88.237,955585.18255,87.60223967134873,92.484589913628,False
2022-04-08 02:00:00,88.237,89.183,88.1245,88.6705,528185.6496,87.95832644756581,92.45173229479823,False
2022-04-08 03:00:00,88.6705,89.2075,88.305,88.824,552038.02325,88.24688429837721,92.42059305979095,False
2022-04-08 04:00:00,88.824,89.259,88.0625,88.9555,767963.515,88.48308953225148,92.39095644253746,False
2022-04-08 05:00:00,88.9555,89.774,88.0625,88.3295,1839995.008,88.43189302150098,92.35634259633605,False
2022-04-08 06:00:00,88.3295,88.8585,88.0075,88.6995,1569854.55335,88.52109534766733,92.32528686166808,False
2022-04-08 07:00:00,88.6995,88.8105,86.9485,88.1075,1541755.36745,88.38323023177821,92.28959241590185,False
2022-04-08 08:00:00,88.1075,89.2265,87.737,88.638,1634104.85445,88.46815348785215,92.25879660672798,False
2022-04-08 09:00:00,88.638,88.9995,88.1555,88.4605,741663.1455,88.46560232523477,92.22687357026348,False
2022-04-08 10:00:00,88.4605,88.55,87.5055,87.611,862131.246,88.18073488348985,92.18821126429589,False
2022-04-08 11:00:00,87.611,87.611,86.2535,86.3735,1202056.7987,87.5783232556599,92.13967203004987,False
2022-04-08 12:00:00,86.3735,87.304,86.254,86.687,1216275.13985,87.28121550377325,92.09430740732762,False
2022-04-08 13:00:00,86.687,86.995,85.4865,86.3875,1601260.0201,86.98331033584884,92.0469861359395,False
2022-04-08 14:00:00,86.3875,89.902,86.315,89.5105,3031063.78815,87.82570689056588,92.02602267893255,False
2022-04-08 15:00:00,89.5105,90.253,88.939,89.6375,1399666.36155,88.42963792704393,92.00634658795792,False
2022-04-08 16:00:00,89.6375,90.5915,88.35,88.4115,2106676.48345,88.42359195136261,91.97682902189229,False
2022-04-08 17:00:00,88.4115,88.574,86.437,87.1175,1627086.5931,87.98822796757509,91.93705689911845,False
2022-04-08 18:00:00,87.1175,87.533,85.927,87.2725,1220958.3004,87.74965197838338,91.89900059883855,False
2022-04-08 19:00:00,87.2725,88.132,86.1165,86.6655,1427829.43745,87.38826798558893,91.8564374798381,False
2022-04-08 20:00:00,86.6655,87.02,85.947,86.3435,608698.21205,87.04001199039261,91.81174233010864,False
2022-04-08 21:00:00,86.3435,86.5055,84.8,84.858,829705.90055,86.31267466026175,91.75554144891997,False
2022-04-08 22:00:00,84.858,85.321,83.53,83.576,1496624.1964,85.40044977350783,91.689637474336,False
2022-04-08 23:00:00,83.576,83.919,82.6835,83.692,1955403.17785,84.83096651567189,91.62539632867396,False
2022-04-09 00:00:00,83.692,85.5295,83.5945,85.476,1564581.06485,85.04597767711459,91.57615115911997,False
2022-04-09 01:00:00,85.472,85.4905,83.975,84.5635,1524040.43735,84.88515178474306,91.52016205272106,False
2022-04-09 02:00:00,84.5635,84.764,82.8945,83.1255,749082.7222,84.29860118982872,91.45333918531774,False
2022-04-09 03:00:00,83.1255,83.696,82.8215,83.392,1111713.4179,83.99640079321914,91.38935980888701,False
2022-04-09 04:00:00,83.392,83.849,82.9445,83.1975,372969.90065,83.73010052881277,91.3245357152115,False
2022-04-09 05:00:00,83.1975,84.43,83.0305,84.317,360911.5204,83.92573368587517,91.26924521729102,False
2022-04-09 06:00:00,84.317,84.3705,83.639,83.79,198030.70935,83.88048912391679,91.21040365585614,False
2022-04-09 07:00:00,83.79,84.6025,83.776,84.5265,548001.66565,84.0958260826112,91.1579702918838,False
2022-04-09 08:00:00,84.5265,84.6075,84.0165,84.2995,197731.6208,84.16371738840746,91.10432078808917,False
2022-04-09 09:00:00,84.2995,84.398,83.618,83.9565,592830.8199,84.09464492560498,91.04856593328783,False
2022-04-09 10:00:00,83.9565,84.0785,83.3,83.9535,371679.3127,84.04759661706998,90.99337780921047,False
2022-04-09 11:00:00,83.9535,84.24,83.7475,83.946,199971.4103,84.01373107804666,90.9387131822676,False
2022-04-09 12:00:00,83.946,84.489,83.711,84.4015,274524.1528,84.14298738536444,90.88814579733139,False
2022-04-09 13:00:00,84.4025,84.501,84.0235,84.264,316209.69655,84.18332492357628,90.8370463715098,False
2022-04-09 14:00:00,84.264,84.3385,82.1165,83.138,2296842.56105,83.83488328238418,90.77781653364767,False
2022-04-09 15:00:00,83.138,83.295,82.2795,82.3745,986789.9163,83.34808885492278,90.71334308706744,False
2022-04-09 16:00:00,82.3745,83.279,82.248,83.202,360157.5887,83.29939256994852,90.65586751394702,False
2022-04-09 17:00:00,83.202,84.0485,83.0755,83.77,555709.59255,83.45626171329901,90.60331798598828,False
2022-04-09 18:00:00,83.77,83.95,83.0515,83.361,288329.52875,83.42450780886601,90.54819395116796,False
2022-04-09 19:00:00,83.361,83.6045,82.968,83.118,737052.55085,83.322338539244,90.4917879218677,False
2022-04-09 20:00:00,83.118,83.66,82.901,82.9065,300208.1785,83.18372569282933,90.43435405647045,False
2022-04-09 21:00:00,82.9065,83.5415,82.8015,83.46,181713.96095,83.27581712855289,90.38168214196006,False
2022-04-09 22:00:00,83.46,84.026,83.379,83.609,406963.58895,83.38687808570192,90.33066414551432,False
2022-04-09 23:00:00,83.609,84.657,83.4885,84.5595,408869.7074,83.7777520571346,90.28730086864105,False
2022-04-10 00:00:00,84.5595,84.797,83.886,83.9885,308845.8082,83.84800137142308,90.2400923044968,False
2022-04-10 01:00:00,83.9885,84.7185,83.867,84.4855,348347.55735,84.06050091428206,90.1970703712821,False
2022-04-10 02:00:00,84.4855,84.6575,84.3495,84.555,166553.90295,84.2253339428547,90.15499437300011,False
2022-04-10 03:00:00,84.555,84.8445,84.482,84.5115,228353.10955,84.3207226285698,90.11301145358576,False
2022-04-10 04:00:00,84.4895,84.515,83.983,84.079,173974.55185,84.24014841904653,90.0682331910186,False
2022-04-10 05:00:00,84.079,84.324,83.4135,83.492,244739.08475,83.9907656126977,90.01954958214158,False
2022-04-10 06:00:00,83.492,83.988,83.265,83.962,133406.88405,83.98117707513181,89.9748138248206,False
2022-04-10 07:00:00,83.962,83.983,83.263,83.311,466677.6621,83.75778471675454,89.925718441398,False
2022-04-10 08:00:00,83.311,83.674,83.147,83.4515,131449.93245,83.6556898111697,89.87813314405756,False
2022-04-10 09:00:00,83.4515,83.487,82.8445,82.9105,309974.24365,83.40729320744646,89.82704196419702,False
2022-04-10 10:00:00,82.9105,83.3995,82.5755,83.3995,170249.1942,83.40469547163097,89.78002134987884,False
2022-04-10 11:00:00,83.3995,83.6795,83.161,83.637,207078.05495,83.48213031442064,89.7351865166772,False
2022-04-10 12:00:00,83.637,84.0125,83.3025,83.4335,259928.52925,83.46592020961377,89.68929970888718,False
2022-04-10 13:00:00,83.4335,83.673,83.2065,83.3915,302950.62575,83.44111347307584,89.64354616857051,False
2022-04-10 14:00:00,83.3915,84.041,83.2755,83.905,255148.77505,83.5957423153839,89.60195034085157,False
2022-04-10 15:00:00,83.905,84.258,83.8385,84.06,541930.1469,83.7504948769226,89.56187015703864,False
2022-04-10 16:00:00,84.06,84.434,83.9115,84.427,120565.27975,83.97599658461507,89.52481720533798,False
2022-04-10 17:00:00,84.427,85.4385,84.3565,85.163,603318.6069,84.37166438974339,89.49341254553063,False
2022-04-10 18:00:00,85.163,85.6595,84.818,84.9165,410592.57625,84.55327625982892,89.46053196425056,False
2022-04-10 19:00:00,84.9165,84.9165,84.444,84.77,449535.12215,84.62551750655261,89.42690899215026,False
2022-04-10 20:00:00,84.77,85.1275,84.4735,84.5355,229701.14285,84.59551167103507,89.39192237691876,False
2022-04-10 21:00:00,84.5355,84.8795,83.5175,83.529,280109.8057,84.24000778069005,89.35007745075463,False
2022-04-10 22:00:00,83.529,83.947,82.3615,82.8995,637330.99385,83.79317185379337,89.30413706234309,False
2022-04-10 23:00:00,82.8995,83.11,80.707,81.0635,1581392.2813,82.88328123586224,89.2455730400068,False
2022-04-11 00:00:00,81.0635,81.428,80.125,80.7715,1759629.119,82.17935415724149,89.1854774049691,False
2022-04-11 01:00:00,80.7715,81.533,80.2555,80.374,1077026.6011,81.57756943816099,89.12312020780311,False
2022-04-11 02:00:00,80.374,80.532,78.205,78.571,3309894.05525,80.57537962544066,89.04860049604862,False
2022-04-11 03:00:00,78.571,79.242,78.124,79.2035,1031180.06185,80.11808641696045,88.97921773687465,False
2022-04-11 04:00:00,79.2035,79.768,78.7065,79.7245,535976.86295,79.98689094464031,88.91412974038678,False
2022-04-11 05:00:00,79.7245,79.8425,79.2995,79.6975,323964.28455,79.89042729642688,88.84944192886772,False
2022-04-11 06:00:00,79.6975,79.946,79.3055,79.8255,454288.536,79.86878486428459,88.78623489314131,False
2022-04-11 07:00:00,79.8255,80.112,79.555,80.086,555414.9627,79.94118990952306,88.7254178797026,False
2022-04-11 08:00:00,80.086,80.2935,78.9,79.317,763708.568,79.7331266063487,88.65978192599177,False
