;timestamp;open;high;low;close;volume;ema_5;ema_400;super_trend_direction
0;2020-12-31 23:00:00;5.153;5.195;5.087;5.165;95030.0909;5.165;5.165;True
1;2021-01-01 00:00:00;5.165;5.231;5.009;5.223;196842.1525;5.199800000000001;5.1940725;True
2;2021-01-01 01:00:00;5.225;5.273;5.142;5.172;40809.7965;5.186631578947368;5.186678181920454;True
3;2021-01-01 02:00:00;5.172;5.216;5.108;5.2;124261.9066;5.192184615384615;5.190033656375586;True
4;2021-01-01 03:00:00;5.2;5.227;5.17;5.176;62631.8798;5.185971563981043;5.187198787795643;True
5;2021-01-01 04:00:00;5.176;5.183;5.113;5.131;14237.2714;5.1658842105263165;5.1777148530680925;True
6;2021-01-01 05:00:00;5.131;5.159;5.071;5.134;13956.1915;5.154595434677028;5.1713758100470555;True
7;2021-01-01 06:00:00;5.134;5.154;4.894;4.908;74236.3474;5.069059476605869;5.137874825825248;True
8;2021-01-01 07:00:00;4.908;5.017;4.861;5.008;21080.7894;5.048162745813991;5.123153999611208;True
9;2021-01-01 08:00:00;5.008;5.018;4.884;4.926;5836.7519;5.006723205514865;5.102992053378044;True
10;2021-01-01 09:00:00;4.926;5.027;4.921;5.011;36755.4655;5.008165477815408;5.094418502551636;True
11;2021-01-01 10:00:00;5.011;5.121;5.003;5.054;17277.4266;5.023562320681907;5.090956898372801;True
12;2021-01-01 11:00:00;5.054;5.075;5.01;5.019;22939.5718;5.022033692677339;5.085254179726873;True
13;2021-01-01 12:00:00;5.019;5.029;4.848;4.9190000000000005;100286.8616;4.987571077196778;5.072989084509547;True
14;2021-01-01 13:00:00;4.9190000000000005;4.967;4.8629999999999995;4.959;27348.021;4.978025586158391;5.065120963798854;True
15;2021-01-01 14:00:00;4.959;5.051;4.915;4.976;30412.137;4.977349361261213;5.0593395957881135;True
16;2021-01-01 15:00:00;4.976;4.989;4.7;4.777;73193.1975;4.910498389830528;5.042058773593408;True
17;2021-01-01 16:00:00;4.777;4.88;4.759;4.84;66103.0146;4.886983015122663;5.030349858714174;True
18;2021-01-01 17:00:00;4.84;4.853;4.652;4.7059999999999995;129116.633;4.826628117744005;5.01249976273205;True
19;2021-01-01 18:00:00;4.7059999999999995;4.829;4.633;4.801;75995.3121;4.818082842020021;5.001414948216104;True
20;2021-01-01 19:00:00;4.801;4.868;4.772;4.829;3167.6222;4.8217226244046;4.992787718610924;True
21;2021-01-01 20:00:00;4.829;4.9;4.803;4.846;4587.8638;4.829816164696189;4.985759438459315;True
22;2021-01-01 21:00:00;4.846;4.862;4.777;4.777;17242.5964;4.812209207599945;4.976175021617249;True
23;2021-01-01 22:00:00;4.777;4.808;4.73;4.775;17919.8694;4.799805401574292;4.967301935315963;True
24;2021-01-01 23:00:00;4.775;4.775;4.704;4.746;2627.8185;4.781869557418598;4.957908581724896;True
25;2021-01-02 00:00:00;4.746;4.751;4.52;4.586;35938.0496;4.71657798115549;4.942692564475731;True
26;2021-01-02 01:00:00;4.586;4.712;4.551;4.6850000000000005;23901.529;4.7060518021662885;4.932515136627312;True
27;2021-01-02 02:00:00;4.6850000000000005;4.747;4.677;4.715;6039.8296;4.709034569777213;4.92421104320037;True
28;2021-01-02 03:00:00;4.715;4.836;4.704;4.8260000000000005;14629.2931;4.748023351513446;4.9205820758515575;True
29;2021-01-02 04:00:00;4.8260000000000005;4.831;4.73;4.775;9033.6447;4.757015614571137;4.915369331283092;True
30;2021-01-02 05:00:00;4.775;4.946;4.775;4.873;3177.687;4.795677210796691;4.913897602239579;True
31;2021-01-02 06:00:00;4.873;4.876;4.751;4.757;17981.5336;4.782784777315453;4.908605094246913;True
32;2021-01-02 07:00:00;4.757;4.7620000000000005;4.679;4.698;7012.4782;4.754523141206711;4.901699413890332;True
33;2021-01-02 08:00:00;4.698;4.71;4.63;4.636;8394.0345;4.715015386772534;4.893222872989265;True
34;2021-01-02 09:00:00;4.636;4.665;4.563;4.563;6242.8964;4.664343556382228;4.882963976954766;True
35;2021-01-02 10:00:00;4.563;4.657;4.497;4.608;28480.4961;4.645562362322685;4.874638896164198;True
