id,name,symbol,type,grid_high,grid_low,percent_per_grid,nb_grid,nb_position_limits,grid_margin,amount,offload,percent_trade_per_grid
short_1,StrategyReversedGridTradingGenericV3,PEPE,short,0.00005,0.000006,5,20,0,200,430470000,True,2


